trip,Year,month,gear,light,fleet,bait,hook,hooks,sets,SWO,BUM,lat5,lon5,lat,lon,hbf,habSWO,habBUM,season,area
42.1993.10.1.40.-65,1993,10,42,2,1,2,4,52.544,73,291,0,40,-65,40.5,-66.5,4,2.4669e-08,8.6183e-10,4,N
42.1993.2.1.25.-75,1993,2,42,2,1,2,4,5.6,5,7,0,25,-75,26.5,-78.5,4,1.4273e-08,6.9654e-08,1,N
42.1993.4.1.20.-85,1993,4,42,2,1,2,4,0.752,1,0,0,20,-85,24.5,-85.5,4,1.6242e-08,5.433e-08,2,N
42.1993.6.1.25.-75,1993,6,42,2,1,2,4,8.5,11,31,4,25,-75,28.5,-79.5,4,1.6992e-08,8.5873e-08,2,N
42.1993.8.1.25.-65,1993,8,42,2,1,2,4,1.104,2,3,0,25,-65,29.5,-67.5,4,1.3106e-08,5.2002e-08,3,N
42.1993.9.1.35.-65.5,1993,9,42,2,1,2,4,7.54,9,44,1,35,-65,39.5,-65.5,4,2.1197e-08,1.8563e-08,3,N
42.1994.1.1.25.-80,1994,1,42,2,1,2,4,2.1,3,0,0,25,-80,27.5,-84.5,4,0,2.1083e-08,1,N
42.1994.10.1.40.-60,1994,10,42,2,1,2,4,33.264,46,138,1,40,-60,40.5,-63.5,4,2.1655e-08,3.917e-09,4,N
42.1994.2.1.25.-90,1994,2,42,2,1,2,4,2.6,4,8,0,25,-90,27.5,-90.5,4,1.6661e-08,1.8175e-08,1,N
42.1994.8.1.35.-65.1,1994,8,42,2,1,2,4,8.236,20,32,3,35,-65,36.5,-67.5,4,1.9909e-08,5.3547e-08,3,N
42.1994.8.1.35.-65.5,1994,8,42,2,1,2,4,9.388,13,38,0,35,-65,39.5,-66.5,4,2.485e-08,1.532e-08,3,N
42.1994.9.1.25.-75,1994,9,42,2,1,2,4,1.6,2,9,1,25,-75,27.5,-79.5,4,2.4401e-08,1.5821e-07,3,N
42.1995.11.1.25.-85,1995,11,42,2,1,2,4,19.08,25,51,1,25,-85,27.5,-87.5,4,1.4816e-08,4.7906e-08,4,N
42.1995.11.1.40.-60,1995,11,42,2,1,2,4,5.2,6,18,0,40,-60,40.5,-64.5,4,1.6602e-08,8.9032e-09,4,N
42.1995.12.1.25.-90,1995,12,42,2,1,2,4,1.7,2,2,0,25,-90,28,-92,4,8.2885e-09,1.4514e-08,4,N
42.1995.12.1.35.-70,1995,12,42,2,1,2,4,3.908,5,9,0,35,-70,38.5,-70.5,4,1.521e-08,2.0476e-09,4,N
42.1995.2.1.25.-75,1995,2,42,2,1,2,4,2.8,7,6,0,25,-75,29.5,-75.5,4,1.3454e-08,3.857e-08,1,N
42.1995.3.1.25.-85,1995,3,42,2,1,2,4,2.672,3,5,0,25,-85,27.5,-86.5,4,1.6648e-08,2.1799e-08,1,N
42.1995.4.1.35.-70,1995,4,42,2,1,2,4,3,3,5,0,35,-70,36.5,-70.5,4,1.3703e-08,3.7797e-09,2,N
42.1995.5.1.25.-85,1995,5,42,2,1,2,4,9.516,10,34,3,25,-85,27,-87.5,4,1.5692e-08,5.4622e-08,2,N
42.1995.6.1.30.-70,1995,6,42,2,1,2,4,5.4,9,10,1,30,-70,33.5,-73.5,4,1.4e-08,2.9652e-08,2,N
42.1995.7.1.25.-90,1995,7,42,2,1,2,4,3.2,4,3,1,25,-90,28,-91.5,4,7.91e-09,4.1393e-08,3,N
42.1995.7.1.35.-65,1995,7,42,2,1,2,4,57.028,96,207,5,35,-65,38.5,-68.5,4,1.4746e-08,1.72625e-08,3,N
42.1995.9.1.40.-60,1995,9,42,2,1,2,4,26.44,32,115,0,40,-60,40.5,-63.5,4,2.2065e-08,1.0496e-08,3,N
42.1996.3.1.25.-85,1996,3,42,2,1,2,4,7.2,6,14,1,25,-85,28.5,-88.5,4,1.6229e-08,1.3732e-08,1,N
42.1996.6.1.30.-75,1996,6,42,2,1,2,4,1.692,5,3,0,30,-75,33.5,-75.5,4,1.4431e-08,3.883e-08,2,N
42.1997.7.1.35.-65,1997,7,42,2,1,2,4,10.76,24,35,0,35,-65,36.5,-68.5,4,1.4602e-08,2.757e-08,3,N
42.1997.7.1.35.-70,1997,7,42,2,1,2,4,1.648,4,3,0,35,-70,36.5,-70.5,4,1.4225e-08,2.6404e-08,3,N
42.1997.9.1.35.-70,1997,9,42,2,1,2,4,3.152,7,7,1,35,-70,37.5,-70.5,4,1.3968e-08,2.2943e-08,3,N
42.1997.9.1.40.-60,1997,9,42,2,1,2,4,4.38,6,19,0,40,-60,40.5,-63,4,2.75045e-08,1.4345e-08,3,N
42.1998.1.1.30.-70,1998,1,42,2,1,2,4,5.9,9,8,1,30,-70,33.5,-71.5,4,1.3013e-08,3.1164e-08,1,N
42.1998.6.1.35.-65,1998,6,42,2,1,2,4,6.92,17,30,0,35,-65,39.5,-68.5,4,2.4013e-08,9.5738e-10,2,N
42.1998.7.1.35.-60,1998,7,42,2,1,2,4,6,6,23,0,35,-60,39.5,-62.5,4,1.6535e-08,1.5009e-08,3,N
42.1998.7.1.40.-65,1998,7,42,2,1,2,4,8.908,13,42,0,40,-65,40.5,-67.5,4,3.7772e-08,1.6041e-09,3,N
42.1999.10.1.35.-65,1999,10,42,2,1,2,4,5.8,9,8,1,35,-65,38.5,-67.5,4,1.7994e-08,1.0909e-08,4,N
42.1999.12.1.25.-80,1999,12,42,2,1,2,4,3.048,8,0,0,25,-80,28.5,-83.5,4,0,0,4,N
42.1999.8.1.35.-65,1999,8,42,2,1,2,4,8.528,18,43,1,35,-65,38.5,-68.5,4,2.0497e-08,1.8782e-08,3,N
42.1999.9.1.35.-70,1999,9,42,2,1,2,4,0.904,2,3,0,35,-70,38.5,-70.5,4,1.8738e-08,1.1755e-08,3,N
42.2000.7.1.25.-90,2000,7,42,2,1,2,4,4.8,8,17,0,25,-90,27.5,-91.5,4,1.568e-08,9.1352e-08,3,N
42.2000.9.1.25.-85,2000,9,42,2,1,2,4,21.928,32,71,10,25,-85,27.5,-87.5,4,1.5268e-08,1.0058e-07,3,N
42.2001.7.1.25.-85.3,2001,7,42,2,1,2,4,15.032,20,55,5,25,-85,27.5,-85.5,4,1.8985e-08,7.3807e-08,3,N
42.2001.9.1.35.-65,2001,9,42,2,1,2,4,4.876,11,11,1,35,-65,37.5,-68.5,4,1.6673e-08,3.109e-08,3,N
42.2001.9.1.35.-70,2001,9,42,2,1,2,4,1.904,4,5,0,35,-70,38.5,-70.5,4,1.9188e-08,1.2302e-08,3,N
42.2002.7.1.25.-80,2002,7,42,2,1,2,4,21.324,34,0,2,25,-80,27.5,-84.5,4,0,0,3,N
42.2003.10.1.25.-80,2003,10,42,2,1,2,4,30.116,42,0,1,25,-80,28.5,-84,4,0,0,4,N
42.2003.2.1.25.-80,2003,2,42,2,1,2,4,7.84,11,0,0,25,-80,27.5,-84.5,4,0,4.9785e-09,1,N
42.2003.6.1.25.-85.2,2003,6,42,2,1,2,4,15.436,20,50,3,25,-85,27.5,-86.5,4,1.6476e-08,6.0272e-08,2,N
42.2003.7.1.25.-85.6,2003,7,42,2,1,2,4,16.992,20,44,3,25,-85,28.5,-86.5,4,2.3078e-08,7.3797e-08,3,N
42.2004.12.1.25.-75,2004,12,42,2,1,2,4,5.052,9,13,0,25,-75,28.5,-79.5,4,1.6714e-08,7.2527e-08,4,N
42.2004.12.1.25.-85,2004,12,42,2,1,2,4,11.032,12,24,0,25,-85,27.5,-85.5,4,1.5852e-08,2.9232e-08,4,N
42.2011.7.1.25.-85,2011,7,42,2,1,2,4,1.744,2,0,0,25,-85,28.5,-85.5,4,0,6.1645e-08,3,N
42.2013.10.1.25.-85,2013,10,42,2,1,2,4,2.556,3,0,0,25,-85,28.5,-85.5,4,0,5.4445e-08,4,N
43.1990.10.1.40.-60,1990,10,43,2,1,2,4,0.48,2,2,0,40,-60,41.5,-63.5,5,2.8774e-08,3.1624e-09,4,N
43.1990.6.1.25.-90,1990,6,43,2,1,2,4,2.1,3,1,0,25,-90,28.5,-90.5,5,0,0,2,N
43.1991.11.1.20.-85,1991,11,43,2,1,2,4,2.1,3,2,0,20,-85,22.5,-89.5,5,0,0,4,N
43.1991.12.1.25.-80,1991,12,43,2,1,2,4,5.8,7,0,0,25,-80,27.5,-84.5,5,0,0,4,N
43.1991.3.1.35.-65,1991,3,43,2,1,2,4,0.5,1,1,0,35,-65,38.5,-67.5,5,1.3504e-08,2.43e-09,1,N
43.1991.9.1.25.-75,1991,9,43,2,1,2,4,9.49,13,18,3,25,-75,28.5,-78.5,5,1.3375e-08,1.4636e-07,3,N
43.1991.9.1.25.-85,1991,9,43,2,1,2,4,15.34,19,25,5,25,-85,27.5,-86.5,5,1.4176e-08,1.2409e-07,3,N
43.1992.1.1.35.-70,1992,1,43,2,1,2,4,1.6,2,3,0,35,-70,36.5,-70.5,5,1.2497e-08,7.9161e-09,1,N
43.1992.11.1.25.-85,1992,11,43,2,1,2,4,9.8,14,19,2,25,-85,26.5,-87,5,1.38345e-08,6.29435e-08,4,N
43.1992.4.1.35.-60,1992,4,43,2,1,2,4,0.8,1,1,0,35,-60,39.5,-62.5,5,1.3601e-08,3.0443e-09,2,N
43.1992.6.1.40.-65,1992,6,43,2,1,2,4,0.16,2,0,0,40,-65,40.5,-69.5,5,0,0,2,N
43.1993.12.1.25.-85,1993,12,43,2,1,2,4,6.3,8,17,1,25,-85,26.5,-86.5,5,1.45365e-08,5.0561e-08,4,N
43.1993.5.1.25.-80,1993,5,43,2,1,2,4,11.45,15,0,3,25,-80,28.5,-84.5,5,0,0,2,N
43.1993.5.1.35.-70,1993,5,43,2,1,2,4,6.3,11,12,0,35,-70,36.5,-70.5,5,1.301e-08,7.8143e-09,2,N
43.1993.8.1.25.-85,1993,8,43,2,1,2,4,4.15,5,15,1,25,-85,27.5,-88.5,5,1.518e-08,1.4303e-07,3,N
43.1994.1.1.20.-80,1994,1,43,2,1,2,4,3,3,5,3,20,-80,20.5,-84.5,5,1.3628e-08,1.9919e-07,1,N
43.1994.10.1.40.-60,1994,10,43,2,1,2,4,71.155,94,253,1,40,-60,40.5,-63.5,5,1.9841e-08,4.3642e-09,4,N
43.1994.3.1.35.-70,1994,3,43,2,1,2,4,1.4,4,3,0,35,-70,35.5,-71,5,1.19015e-08,8.5164e-09,1,N
43.1994.6.1.25.-90,1994,6,43,2,1,2,4,8.5,9,13,2,25,-90,28.5,-90.5,5,0,0,2,N
43.1994.6.1.30.-70,1994,6,43,2,1,2,4,1.275,2,2,0,30,-70,34.5,-71,5,1.2789e-08,2.0494e-08,2,N
43.1995.3.1.30.-65,1995,3,43,2,1,2,4,2,2,4,0,30,-65,34.5,-69.5,5,1.1865e-08,1.3732e-08,1,N
43.1995.3.1.30.-70,1995,3,43,2,1,2,4,3.265,6,3,1,30,-70,33.5,-72.5,5,1.1939e-08,2.1205e-08,1,N
43.1995.4.1.30.-70,1995,4,43,2,1,2,4,3.3,7,13,0,30,-70,33.5,-73.5,5,1.2632e-08,1.7103e-08,2,N
43.1995.5.1.30.-75,1995,5,43,2,1,2,4,2.1,3,3,0,30,-75,33.5,-75.5,5,1.3186e-08,3.6348e-08,2,N
43.1995.9.1.25.-85,1995,9,43,2,1,2,4,16.31,20,34,4,25,-85,27.5,-86.5,5,1.4353e-08,1.0493e-07,3,N
43.1996.10.1.35.-70,1996,10,43,2,1,2,4,14.565,28,24,0,35,-70,36.5,-70.5,5,1.2911e-08,3.0138e-08,4,N
43.1996.10.1.40.-65,1996,10,43,2,1,2,4,5.54,8,11,0,40,-65,40.5,-65.5,5,1.916e-08,3.0377e-09,4,N
43.1996.7.1.35.-55,1996,7,43,2,1,2,4,2.2,3,6,1,35,-55,39.5,-58.5,5,1.4385e-08,2.3063e-08,3,N
43.1996.8.1.0.0,1996,8,43,2,1,2,4,1.86,4,3,0,0,0,1.5,4.5,5,1.8066e-08,2.5406e-08,3,N
43.1996.8.1.25.-80,1996,8,43,2,1,2,4,13.41,17,0,2,25,-80,27.5,-84.5,5,0,0,3,N
43.1996.9.1.35.-65.3,1996,9,43,2,1,2,4,14.255,20,25,2,35,-65,38.5,-67.5,5,1.5087e-08,2.544e-08,3,N
43.1997.1.1.25.-85,1997,1,43,2,1,2,4,20.51,29,36,3,25,-85,27.5,-87.5,5,1.3937e-08,4.1781e-08,1,N
43.1997.11.1.25.-90,1997,11,43,2,1,2,4,5.86,7,7,0,25,-90,27.5,-90.5,5,1.5474e-08,4.9477e-08,4,N
43.1997.3.1.30.-65,1997,3,43,2,1,2,4,2.7,3,8,0,30,-65,32.5,-68.5,5,1.1579e-08,3.7501e-08,1,N
43.1998.12.1.25.-85,1998,12,43,2,1,2,4,6.67,7,15,0,25,-85,27.5,-87.5,5,1.4433e-08,5.8724e-08,4,N
43.1998.7.1.30.-70,1998,7,43,2,1,2,4,0.8,2,4,1,30,-70,30.5,-74.5,5,1.2632e-08,5.8336e-08,3,N
43.1999.6.1.25.-85,1999,6,43,2,1,2,4,4.1,5,12,0,25,-85,27.5,-85.5,5,1.6078e-08,7.4143e-08,2,N
43.1999.7.1.25.-85,1999,7,43,2,1,2,4,2.45,3,2,0,25,-85,27.5,-86.5,5,1.541e-08,1.1348e-07,3,N
43.1999.8.1.25.-80,1999,8,43,2,1,2,4,3.2,4,0,0,25,-80,27.5,-83.5,5,0,0,3,N
43.1999.9.1.35.-65,1999,9,43,2,1,2,4,38.26,59,92,2,35,-65,38.5,-68.5,5,1.5566e-08,1.6352e-08,3,N
43.2000.1.1.35.-70,2000,1,43,2,1,2,4,1.2,3,5,1,35,-70,35.5,-71.5,5,1.2325e-08,2.9766e-08,1,N
43.2000.2.1.25.-80,2000,2,43,2,1,2,4,0.8,1,0,0,25,-80,28.5,-84.5,5,0,0,1,N
43.2000.5.1.35.-65,2000,5,43,2,1,2,4,11.405,22,18,1,35,-65,37.5,-67.5,5,1.2742e-08,9.93205e-09,2,N
43.2000.6.1.25.-75,2000,6,43,2,1,2,4,7.31,9,13,1,25,-75,28.5,-78.5,5,1.3307e-08,8.8841e-08,2,N
43.2000.7.1.35.-65,2000,7,43,2,1,2,4,13.205,27,39,0,35,-65,38.5,-68.5,5,1.595e-08,1.4634e-08,3,N
43.2001.10.1.35.-70,2001,10,43,2,1,2,4,6.35,10,8,0,35,-70,37,-70.5,5,1.3216e-08,2.22625e-08,4,N
43.2001.11.1.35.-70,2001,11,43,2,1,2,4,1.2,2,0,0,35,-70,37.5,-71,5,1.37815e-08,1.066175e-08,4,N
43.2001.7.1.25.-80,2001,7,43,2,1,2,4,20.775,27,0,0,25,-80,28.5,-84.5,5,0,0,3,N
43.2001.8.1.40.-55,2001,8,43,2,1,2,4,1.1,1,3,0,40,-55,41.5,-59.5,5,2.7994e-08,8.672e-09,3,N
43.2002.1.1.35.-65,2002,1,43,2,1,2,4,4.2,7,5,1,35,-65,36.5,-69.5,5,1.2322e-08,1.4112e-08,1,N
43.2002.6.1.35.-70,2002,6,43,2,1,2,4,0.96,2,0,0,35,-70,36.5,-70.5,5,1.2651e-08,1.854e-08,2,N
43.2003.3.1.25.-85,2003,3,43,2,1,2,4,3.8,7,1,0,25,-85,25.5,-86.5,5,1.4039e-08,4.6081e-08,1,N
43.2003.3.1.35.-70,2003,3,43,2,1,2,4,1.6,2,1,0,35,-70,36,-70.5,5,1.1889e-08,7.46565e-09,1,N
43.2003.9.1.25.-75,2003,9,43,2,1,2,4,18.2,24,36,4,25,-75,28.5,-78.5,5,1.3314e-08,1.4565e-07,3,N
44.1991.11.1.40.-65,1991,11,44,2,1,2,4,1.596,2,1,0,40,-65,40.5,-67.5,6,2.9187e-08,6.2133e-10,4,N
44.1992.10.1.25.-85,1992,10,44,2,1,2,4,1.404,2,4,0,25,-85,28.5,-88.5,6,1.6313e-08,5.3976e-08,4,N
44.1992.3.1.35.-70,1992,3,44,2,1,2,4,2.7,3,2,0,35,-70,35.5,-70.5,6,1.1995e-08,1.6411e-08,1,N
44.1993.6.1.40.-65,1993,6,44,2,1,2,4,3.006,3,8,0,40,-65,40.5,-67.5,6,3.0194e-08,1.3695e-10,2,N
44.1993.8.1.35.-70,1993,8,44,2,1,2,4,1.596,4,1,1,35,-70,37,-71,6,1.34255e-08,3.35445e-08,3,N
44.1994.6.1.30.-70,1994,6,44,2,1,2,4,2.016,8,1,0,30,-70,34.5,-71.5,6,1.2863e-08,2.0693e-08,2,N
44.1994.8.1.25.-75,1994,8,44,2,1,2,4,5.508,7,8,4,25,-75,28.5,-78.5,6,1.3542e-08,1.4455e-07,3,N
44.1994.9.1.35.-65,1994,9,44,2,1,2,4,21.654,24,38,1,35,-65,38.5,-68,6,1.4668e-08,1.8265e-08,3,N
44.1995.12.1.40.-65,1995,12,44,2,1,2,4,2.394,3,6,0,40,-65,41.5,-65.5,6,2.7009e-08,1.8575e-10,4,N
44.1995.9.1.35.-65,1995,9,44,2,1,2,4,28.92,36,28,1,35,-65,38.5,-68,6,1.4168e-08,2.1407e-08,3,N
44.1996.4.1.25.-75,1996,4,44,2,1,2,4,1.002,1,2,1,25,-75,28.5,-79.5,6,1.5343e-08,6.9936e-08,2,N
44.1996.5.1.30.-75,1996,5,44,2,1,2,4,0.402,1,0,0,30,-75,32.5,-75.5,6,1.3122e-08,3.0265e-08,2,N
44.1996.7.1.35.-65,1996,7,44,2,1,2,4,7.038,9,8,0,35,-65,38.5,-66.5,6,1.4608e-08,1.555e-08,3,N
44.1996.9.1.25.-75,1996,9,44,2,1,2,4,3.006,3,2,0,25,-75,28.5,-77.5,6,1.3265e-08,1.1774e-07,3,N
44.1997.10.1.40.-60,1997,10,44,2,1,2,4,14.664,16,26,0,40,-60,40.5,-62.5,6,1.7767e-08,6.3532e-09,4,N
44.1997.2.1.35.-70,1997,2,44,2,1,2,4,4.11,5,2,0,35,-70,35.5,-70.5,6,1.1643e-08,2.5323e-08,1,N
44.1997.5.1.25.-85,1997,5,44,2,1,2,4,6.318,9,4,2,25,-85,27.5,-88.5,6,1.4573e-08,5.1577e-08,2,N
44.1997.9.1.40.-60,1997,9,44,2,1,2,4,5.514,7,12,0,40,-60,40.5,-61.5,6,2.5778e-08,1.9345e-08,3,N
44.1998.3.1.5.-35,1998,3,44,2,1,2,4,3.006,3,5,1,5,-35,6.5,-36.5,6,1.7581e-08,1.0808e-07,1,N
44.1999.2.1.30.-70,1999,2,44,2,1,2,4,2.808,4,2,0,30,-70,33.5,-70.5,6,1.1682e-08,4.5688e-08,1,N
44.1999.6.1.35.-65,1999,6,44,2,1,2,4,5.22,5,10,0,35,-65,35.5,-69.5,6,1.28e-08,2.6215e-08,2,N
44.1999.8.1.25.-85,1999,8,44,2,1,2,4,8.448,10,14,0,25,-85,27.5,-86.5,6,1.3888e-08,1.3123e-07,3,N
44.2000.10.1.40.-60,2000,10,44,2,1,2,4,3,4,7,0,40,-60,40.5,-64.5,6,2.0327e-08,4.9729e-09,4,N
44.2000.2.1.25.-80,2000,2,44,2,1,2,4,0.72,1,0,0,25,-80,26.5,-84.5,6,0,3.3173e-08,1,N
44.2000.5.1.35.-65,2000,5,44,2,1,2,4,1.206,3,3,1,35,-65,36.5,-67.5,6,1.2764e-08,1.3983e-08,2,N
44.2001.8.1.25.-85,2001,8,44,2,1,2,4,10.374,13,9,0,25,-85,27.5,-88.5,6,1.4896e-08,1.2939e-07,3,N
44.2001.8.1.35.-70,2001,8,44,2,1,2,4,0.498,1,1,0,35,-70,38.5,-70.5,6,1.9631e-08,1.5226e-08,3,N
44.2004.6.1.35.-70,2004,6,44,2,1,2,4,4.842,5,6,0,35,-70,37.5,-70.5,6,1.3743e-08,1.0463e-08,2,N
46.2008.9.1.10.-40,2008,9,46,2,1,3,1,1.902,3,4,0,10,-40,10.5,-41.5,3,1.3697e-08,1.0532e-08,3,N
46.2013.10.1.5.-40,2013,10,46,2,1,3,1,1.8,3,3,0,5,-40,9.5,-42.5,3,1.5754e-08,1.0194e-08,4,N
46.2013.11.1.10.-40,2013,11,46,2,1,3,1,4.644,6,5,0,10,-40,10.5,-43.5,3,1.5455e-08,1.8901e-08,4,N
46.2013.9.1.5.-40,2013,9,46,2,1,3,1,5.061,7,7,0,5,-40,7.5,-41.5,3,1.566e-08,3.7714e-08,3,N
47.2006.1.1.10.-45,2006,1,47,2,1,3,1,1.2,2,0,0,10,-45,10.5,-47.5,4,1.493e-08,5.6902e-08,1,N
47.2006.11.1.10.-50,2006,11,47,2,1,3,1,2.904,3,6,0,10,-50,11.5,-50.5,4,1.6942e-08,8.6276e-08,4,N
47.2006.8.1.10.-50,2006,8,47,2,1,3,1,1.672,2,1,0,10,-50,11.5,-51,4,1.4002e-08,9.9557e-08,3,N
47.2006.8.1.5.-40,2006,8,47,2,1,3,1,3.824,5,1,0,5,-40,9.5,-43.5,4,1.5298e-08,4.5369e-08,3,N
47.2007.11.1.5.-45,2007,11,47,2,1,3,1,8.352,9,7,0,5,-45,9.5,-46.5,4,1.5532e-08,2.8108e-08,4,N
47.2009.11.1.10.-45,2009,11,47,2,1,3,1,0.9,1,0,0,10,-45,10.5,-45.5,4,1.3952e-08,4.0535e-08,4,N
47.2010.3.1.10.-45,2010,3,47,2,1,3,1,0.84,1,0,0,10,-45,10.5,-48.5,4,1.4433e-08,7.4764e-08,1,N
47.2011.2.1.10.-50,2011,2,47,2,1,3,1,0.64,1,0,0,10,-50,11.5,-51.5,4,1.6354e-08,9.4407e-08,1,N
47.2012.5.1.10.-50,2012,5,47,2,1,3,1,7.588,9,7,0,10,-50,11.5,-50.5,4,1.5262e-08,1.0898e-07,2,N
47.2013.5.1.10.-50,2013,5,47,2,1,3,1,4.176,5,4,0,10,-50,12.5,-50.5,4,1.5527e-08,1.1794e-07,2,N
47.2014.9.1.10.-40,2014,9,47,2,1,3,1,14.952,17,14,0,10,-40,10.5,-41.5,4,1.3493e-08,1.8906e-08,3,N
47.2015.11.1.5.-35,2015,11,47,2,1,3,1,3.2,3,5,0,5,-35,9.5,-39.5,4,1.4977e-08,1.2673e-08,4,N
47.2015.2.1.10.-50,2015,2,47,2,1,3,1,3.72,5,2,0,10,-50,11.5,-50.5,4,1.4977e-08,1.0087e-07,1,N
48.2008.3.1.10.-45,2008,3,48,2,1,3,1,2.4,2,1,0,10,-45,11.5,-48.5,5,1.4154e-08,8.0021e-08,1,N
48.2009.6.1.35.-65,2009,6,48,2,1,3,1,0.55,1,0,0,35,-65,36.5,-67.5,5,1.2788e-08,1.9404e-08,2,N
48.2011.5.1.10.-50,2011,5,48,2,1,3,1,4.92,6,0,1,10,-50,12.5,-50.5,5,1.5265e-08,1.3182e-07,2,N
49.2005.10.1.10.-40,2005,10,49,2,1,3,1,0.9,1,4,0,10,-40,10.5,-44.5,6,1.3381e-08,9.4988e-08,4,N
5.2005.8.1.40.-60,2005,8,5,1,1,2,1,3.006,3,24,0,40,-60,41.5,-61.5,6,5.3954e-08,3.7916e-09,3,N
5.2006.10.1.35.-65,2006,10,5,1,1,2,1,4.5,4,17,0,35,-65,39.5,-68.5,6,3.5685e-08,6.1571e-09,4,N
5.2007.6.1.40.-55,2007,6,5,1,1,2,1,2.004,2,13,0,40,-55,41.5,-59.5,6,3.0533e-08,4.3605e-10,2,N
5.2009.3.1.30.-70,2009,3,5,1,1,2,1,7.344,8,22,0,30,-70,34.5,-71,6,2.2059e-08,2.5378e-08,1,N
5.2010.4.1.35.-70,2010,4,5,1,1,2,1,3.672,4,9,0,35,-70,35.5,-70.5,6,2.2946e-08,9.9264e-09,2,N
5.2013.8.1.25.-70,2013,8,5,1,1,2,1,0.498,1,2,0,25,-70,29.5,-72.5,6,2.3074e-08,6.7732e-08,3,N
50.1990.5.1.20.-85,1990,5,50,2,1,3,4,0.2,1,0,0,20,-85,21.5,-86.5,2,1.6895e-08,7.4231e-08,2,N
51.1992.12.1.25.-80,1992,12,51,2,1,2,4,0.801,1,0,0,25,-80,28.5,-84.5,3,0,0,4,N
51.1992.8.1.25.-80,1992,8,51,2,1,2,4,2.097,3,0,0,25,-80,27.5,-84.5,3,0,5.0891e-08,3,N
51.1993.11.1.25.-85,1993,11,51,2,1,2,4,2.25,3,10,0,25,-85,28.5,-85.5,3,0,2.9527e-08,4,N
51.1994.7.1.25.-90,1994,7,51,2,1,2,4,1.8,3,18,0,25,-90,27.5,-90.5,3,1.6276e-08,7.7291e-08,3,N
51.1994.9.1.25.-85,1994,9,51,2,1,2,4,0.6,1,3,0,25,-85,27.5,-86.5,3,1.5564e-08,7.5282e-08,3,N
51.1997.3.1.25.-80,1997,3,51,2,1,2,4,1.2,2,0,0,25,-80,27.5,-84.5,3,0,2.1915e-08,1,N
51.1997.8.1.25.-80,1997,8,51,2,1,2,4,2.997,3,0,0,25,-80,27.5,-84.5,3,0,5.4348e-08,3,N
51.1998.7.1.25.-85,1998,7,51,2,1,2,4,3.6,4,24,1,25,-85,28.5,-86.5,3,1.94185e-08,6.1021e-08,3,N
52.1990.2.1.25.-80,1990,2,52,2,1,1,4,2.016,3,0,0,25,-80,28.5,-83.5,4,0,0,1,N
52.1991.3.1.25.-85,1991,3,52,2,1,1,4,10.82,15,82,0,25,-85,27.5,-86.5,4,1.6327e-08,2.2703e-08,1,N
52.1991.5.1.25.-75,1991,5,52,2,1,1,4,0.752,1,11,1,25,-75,27.5,-79.5,4,2.434e-08,8.2807e-08,2,N
52.1992.5.1.25.-85,1992,5,52,2,1,1,4,5.3,7,31,0,25,-85,27.5,-87.5,4,1.5594e-08,3.2706e-08,2,N
52.1992.6.1.25.-75,1992,6,52,2,1,1,4,5.8,7,29,4,25,-75,28.5,-78.5,4,1.4619e-08,7.2022e-08,2,N
52.1993.3.1.25.-80,1993,3,52,2,1,1,4,2.276,3,0,0,25,-80,27.5,-83.5,4,0,0,1,N
52.1994.6.1.25.-85,1994,6,52,2,1,1,4,20.904,24,144,15,25,-85,27.5,-86.5,4,1.7422e-08,5.963e-08,2,N
52.1995.11.1.20.-90,1995,11,52,2,1,1,4,4.8,6,32,5,20,-90,24,-92,4,1.5781e-08,6.61815e-08,4,N
52.1995.6.1.25.-75,1995,6,52,2,1,1,4,3.504,5,24,4,25,-75,28.5,-79.5,4,1.6637e-08,1.1129e-07,2,N
52.1996.4.1.25.-80,1996,4,52,2,1,1,4,5.272,6,0,0,25,-80,28.5,-84.5,4,0,0,2,N
52.1996.6.1.25.-75,1996,6,52,2,1,1,4,2.792,3,18,2,25,-75,28.5,-78.5,4,1.4388e-08,7.4225e-08,2,N
52.1996.9.1.25.-85,1996,9,52,2,1,1,4,9.096,11,45,6,25,-85,27.5,-86.5,4,1.5131e-08,9.881e-08,3,N
52.1997.3.1.25.-85,1997,3,52,2,1,1,4,7.816,9,50,2,25,-85,27.5,-85.5,4,1.596e-08,3.0178e-08,1,N
52.1997.6.1.25.-80,1997,6,52,2,1,1,4,14.6,18,0,4,25,-80,28.5,-83.5,4,0,0,2,N
52.1998.10.1.25.-90,1998,10,52,2,1,1,4,0.9,1,6,1,25,-90,27.5,-91.5,4,1.5914e-08,5.884e-08,4,N
52.1998.12.1.25.-80,1998,12,52,2,1,1,4,5.1,6,0,1,25,-80,27.5,-84.5,4,0,4.4184e-08,4,N
52.1999.1.1.25.-80,1999,1,52,2,1,1,4,11.24,13,0,2,25,-80,27.5,-84.5,4,0,0,1,N
52.1999.9.1.25.-80,1999,9,52,2,1,1,4,9.86,11,0,0,25,-80,28.5,-84.5,4,0,0,3,N
52.2000.4.1.25.-75,2000,4,52,2,1,1,4,3.6,4,25,1,25,-75,28.5,-79.5,4,1.606e-08,6.7831e-08,2,N
52.2000.5.1.25.-75,2000,5,52,2,1,1,4,5.376,6,25,3,25,-75,28.5,-79,4,1.53265e-08,7.1507e-08,2,N
